Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Year,Total.On.Board,Fatal.Injury.Likelihood,Serious.Injury.Likelihood,Severe.Injury.Risk,Aircraft.Destroyed,Aircraft.ID
20120717X52828,Accident,ERA12CA460,2012-07-16,"Glens Falls, NY",United States,432028N,0733622W,GFL,Floyd Bennett Memorial Airport,Non-Fatal,substantial,N6200B,cessna,t206h,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion.",25-09-2020,2012,1.0,0.0,1.0,1.0,0,cessna_t206h
20120717X65733,Incident,CEN12IA451,2012-07-16,"Marysville, OH",United States,401329N,0083216W,MRT,Union County,Non-Fatal,minor,N566FD,flight design gmbh,ctls,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,,"Fatigue failure of the left main wheel assembly on takeoff, which resulted in a loss of directional control and runway excursion.",25-09-2020,2012,1.0,0.0,0.0,0.0,0,flight design gmbh_ctls
20120718X82121,Accident,ERA12CA464,2012-07-16,"Brevard, NC",United States,035168N,0823823W,3NR3,Transylvania County Airport,Non-Fatal,substantial,N813TC,piper,pa32-301ft,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,"The pilot’s failure to execute a go-around following an approach that was high and fast, which resulted in a runway overrun.",25-09-2020,2012,2.0,0.0,0.0,0.0,0,piper_pa32-301ft
20120807X90725,Accident,CEN12WA523,2012-07-16,"San Rafael, Spain",Spain,,,,,Non-Fatal,minor,EC-HMD,air tractor,at802,No,1.0,turbo prop,unknown,0.0,0.0,0.0,1.0,,,,03-11-2020,2012,1.0,0.0,0.0,0.0,0,air tractor_at802
20130424X93743,Accident,CEN12WA684,2012-07-16,"Ibiza, Spain",Spain,,,,,Non-Fatal,minor,EC-HMD,air tractor,at802,No,,,aerial application,0.0,0.0,0.0,1.0,,,,25-09-2020,2012,1.0,0.0,0.0,0.0,0,air tractor_at802
20120718X03620,Accident,CEN12LA453,2012-07-17,"Britt, IA",United States,043716N,0934449W,MCW,Mason City Municipal,Fatal,substantial,N4843J,air tractor inc,at-402b,No,1.0,turbo prop,aerial application,1.0,0.0,0.0,0.0,vmc,,The pilot’s failure to maintain clearance from power transmission lines during an agricultural application operation. Contributing to the accident was the pilot’s distracted attention due to personal cell phone use during flight operations.,25-09-2020,2012,1.0,1.0,0.0,1.0,0,air tractor inc_at-402b
20120718X71717,Accident,CEN12LA455,2012-07-17,"Shelby, IL",United States,402055N,0885910W,,,Non-Fatal,substantial,N7003E,cessna,175a,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,The loss of engine power due to oil starvation for reasons that could not be determined because engine examinations revealed no malfunctions or failures that would have led to oil starvation.,25-09-2020,2012,2.0,0.0,0.0,0.0,0,cessna_175a
20120718X75927,Accident,WPR12CA310,2012-07-17,"Delano, CA",United States,354444N,1191411W,DLO,Delano Municipal,Non-Fatal,substantial,N558RW,piper,pa-46,No,1.0,turbo prop,business,0.0,0.0,0.0,1.0,vmc,,The pilot's failure to extend the landing gear before touchdown. Contributing to the accident was the pilot's failure to perform the appropriate checklist due to distractions posed by another airplane inbound to the same airport and a cluttered radio frequency.,25-09-2020,2012,1.0,0.0,0.0,0.0,0,piper_pa-46
20120719X64506,Accident,ANC12CA076,2012-07-18,"Whittier, AK",United States,006148N,1475431W,,,Non-Fatal,substantial,N3764Z,piper,pa-18-150,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,"The pilot's failure to maintain clearance from brush during landing, which resulted in a loss of control.",25-09-2020,2012,1.0,0.0,0.0,0.0,0,piper_pa-18-150
20120720X24005,Accident,CEN12LA459,2012-07-18,"Wisner, LA",United States,315646N,0913346W,PVT,Private,Non-Fatal,substantial,N205SK,air tractor inc,at-502b,No,1.0,turbo prop,aerial application,0.0,0.0,1.0,0.0,vmc,,"The pilot’s inadequate takeoff planning that did not consider the reduced acceleration due to a rough, turf runway and his use of an improper flap setting, which resulted in a collision with terrain during takeoff.",25-09-2020,2012,1.0,0.0,0.0,0.0,0,air tractor inc_at-502b
20120720X50150,Accident,ERA12LA468,2012-07-18,"North Myrtle Beach, SC",United States,334842N,0784120W,CRE,Grand Strand,Non-Fatal,substantial,N2991Z,piper,pa-18-150,No,1.0,reciprocating,banner tow,0.0,1.0,0.0,0.0,vmc,,A total loss of engine power due to carburetor icing.,25-09-2020,2012,1.0,0.0,1.0,1.0,0,piper_pa-18-150
20120720X73444,Accident,ERA12CA466,2012-07-18,"St. Augustine, FL",United States,295733N,0812023W,UNK,Unknown,Non-Fatal,substantial,N127EP,cessna,172p,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,,Undetermined due to a lack of information about when the damage to the airplane occurred.,25-09-2020,2012,1.0,0.0,0.0,0.0,0,cessna_172p
20120808X23954,Accident,DCA12WA121,2012-07-18,"La Serena, Chile",Chile,,,SCSE,La Florida Airport,Non-Fatal,substantial,CC-CRQ,boeing,737,No,,,,0.0,0.0,0.0,120.0,,,,03-11-2020,2012,120.0,0.0,0.0,0.0,0,boeing_737
20120706X65939,Accident,ANC12FA066,2012-07-19,"Fairbanks, AK",United States,652714N,1473322W,,,Fatal,destroyed,N432LT,piper,pa-32r-301,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,,"The noninstrument-rated pilot's decision to continue visual flight into instrument meteorological conditions likely leading to spatial disorientation, which resulted in a loss of airplane control and in-flight structural failure.",25-09-2020,2012,2.0,1.0,0.0,1.0,1,piper_pa-32r-301
20120719X20339,Accident,ERA12FA465,2012-07-19,"Berlin, MD",United States,382129N,0751340W,4MD1,Bunting's Field,Fatal,substantial,N4330Z,piper,pa-18-150,No,1.0,reciprocating,banner tow,1.0,0.0,0.0,0.0,vmc,,"Pilot incapacitation of unknown origin, which resulted in the airplane’s loss of control and an inadvertent aerodynamic stall/spin. ",25-09-2020,2012,1.0,1.0,0.0,1.0,0,piper_pa-18-150
20120719X45854,Accident,WPR12LA313,2012-07-19,"Wells, NV",United States,004172N,1145520W,KLWL,Wells Municipal,Non-Fatal,substantial,N6181N,cessna,t210m,No,1.0,turbo prop,instructional,0.0,3.0,0.0,0.0,vmc,,A loss of engine power during the final landing approach for reasons that could not be determined because postaccident examination did not reveal any malfunctions or failures that would have precluded normal operation.,25-09-2020,2012,3.0,0.0,1.0,1.0,0,cessna_t210m
20120727X23517,Accident,CEN12LA485,2012-07-19,"Englewood, CO",United States,393413N,1045058W,APA,Centennial,Non-Fatal,substantial,N2609W,mooney,m20e,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,The pilot's loss of directional control during landing.,25-09-2020,2012,2.0,0.0,0.0,0.0,0,mooney_m20e
20120726X62312,Accident,WPR12WA327,2012-07-20,"Triso, Malaysia",Malaysia,001270N,0111550E,,,Fatal,substantial,N8899,eurocopter,ec120b,No,1.0,turbo shaft,executive/corporate,3.0,0.0,0.0,1.0,,,,03-11-2020,2012,4.0,0.75,0.0,0.75,0,eurocopter_ec120b
20120704X23310,Accident,CEN12LA420,2012-07-20,"Colorado Springs, CO",United States,444538N,0085420W,KCOS,Colorado Springs Municipal,Non-Fatal,substantial,N311TM,cessna,t210m,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,The failure of the right hydraulic main gear down-lock actuator hose in flight.,25-09-2020,2012,2.0,0.0,0.0,0.0,0,cessna_t210m
20120720X23300,Accident,ANC12CA078,2012-07-20,"Talkeetna, AK",United States,622657N,1494725W,,,Non-Fatal,substantial,N53977,bellanca,7gcbc,No,1.0,reciprocating,instructional,0.0,1.0,0.0,1.0,vmc,,"The flight instructor's and student pilot's excessive application of brakes during an aborted takeoff, which resulted in a noseover.",25-09-2020,2012,2.0,0.0,0.5,0.5,0,bellanca_7gcbc
20120720X90330,Accident,ANC12CA077,2012-07-20,"Circle, AK",United States,655646N,1435822W,,,Non-Fatal,substantial,N363AL,bell,206l-3,No,1.0,turbo shaft,business,0.0,0.0,0.0,4.0,vmc,,The pilot's selection of unsuitable terrain for landing.,25-09-2020,2012,4.0,0.0,0.0,0.0,0,bell_206l-3
20120721X14914,Accident,WPR12LA315,2012-07-20,"Adelanto, CA",United States,343215N,1172738W,52CL,Adelanto,Non-Fatal,substantial,N5212S,piper,pa-32s-300,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,,"The pilot’s failure to maintain directional control during the aborted takeoff, which was aborted due to fuel starvation as a result of an inadvertent in-flight activation of the fuel drain activation lever by the passenger. Contributing to the accident was the pilot’s failure to have the fuel drain protective cover repaired prior to flight.",25-09-2020,2012,3.0,0.0,0.0,0.0,0,piper_pa-32s-300
20120721X40501,Accident,ERA12LA469,2012-07-20,"Statesboro, GA",United States,322858N,0814413W,TBR,Statesboro-Bulloch County,Non-Fatal,substantial,N3692R,piper,pa-28-180,No,1.0,reciprocating,flight test,0.0,1.0,0.0,1.0,vmc,,A total loss of engine power as a result of oil exhaustion due to the mechanic's failure to apply appropriate torque to the oil filter.,25-09-2020,2012,2.0,0.0,0.5,0.5,0,piper_pa-28-180
20120723X12236,Accident,CEN12CA468,2012-07-20,"Neilsville, WI",United States,443317N,0903026W,VIQ,Neillsville,Non-Fatal,substantial,N4844M,piper,pa-11,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,"The pilot did not maintain control of the airplane during an attempted aborted landing, which resulted in an inadvertent stall.",25-09-2020,2012,1.0,0.0,0.0,0.0,0,piper_pa-11
20120730X60857,Accident,CEN12LA491,2012-07-20,"Fergus Falls, MN",United States,046172N,0096914W,,,Non-Fatal,substantial,N4638,grumman,g-164a,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,,A total loss of engine power due to a cracked No. 2 cylinder head.,25-09-2020,2012,1.0,0.0,0.0,0.0,0,grumman_g-164a
20120721X15912,Accident,WPR12FA316,2012-07-21,"Corona, CA",United States,335340N,1173435W,AJO,Corona Municipal,Non-Fatal,substantial,N640AM,cessna,182p,No,1.0,reciprocating,aerial observation,0.0,0.0,2.0,0.0,vmc,,A loss of engine power shortly after takeoff for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation. Contributing to the accident was the pilot’s decision to take off with a known but unidentified airplane deficiency.,25-09-2020,2012,2.0,0.0,0.0,0.0,0,cessna_182p
20120721X23053,Accident,CEN12FA463,2012-07-21,"Marked Tree, AR",United States,353159N,0090241W,6M8,Marked Tree Municipal,Non-Fatal,substantial,N1310W,mooney,m20e,No,1.0,reciprocating,personal,0.0,1.0,0.0,1.0,vmc,,The loss of engine power during cruise flight due to a malfunction of the fuel injection servo due to a damaged O-ring.,25-09-2020,2012,2.0,0.0,0.5,0.5,0,mooney_m20e
20120722X04436,Accident,ERA12LA470,2012-07-21,"Farmingdale, NJ",United States,401113N,0074728W,BLM,Monmouth Executive,Non-Fatal,substantial,N2166G,cessna,182a,No,1.0,reciprocating,skydiving,0.0,1.0,0.0,0.0,vmc,,"The pilot’s improper fuel management, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,2012,1.0,0.0,1.0,1.0,0,cessna_182a
20120722X93725,Accident,CEN12CA465,2012-07-21,"Oshkosh, WI",United States,043596N,0883342W,OSH,Wittman Airport,Non-Fatal,substantial,N339PB,mooney,m20j,No,1.0,reciprocating,personal,0.0,0.0,1.0,1.0,vmc,,The pilot’s excessive airspeed at touchdown and his loss of control of the airplane during the landing roll.,25-09-2020,2012,2.0,0.0,0.0,0.0,0,mooney_m20j
20120723X13217,Accident,CEN12LA467,2012-07-21,"Miami, TX",United States,354540N,0100457W,5TE8,Willis N Clark,Non-Fatal,substantial,N9720Q,beech,a24r,No,1.0,reciprocating,personal,0.0,0.0,1.0,0.0,vmc,,An in-flight loss of control on final approach for undetermined reasons.,25-09-2020,2012,1.0,0.0,0.0,0.0,0,beech_a24r
20120723X70149,Accident,CEN12LA471,2012-07-21,"Augusta, KS",United States,374018N,0097440W,3AU,Augusta Municipal,Non-Fatal,substantial,N4749A,piper,pa-22-150,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,,"The loss of brake effectiveness on landing roll for reasons that could not be determined because a postaccident brake system examination did not reveal any anomalies, which resulted in a runway excursion.",25-09-2020,2012,2.0,0.0,1.0,1.0,0,piper_pa-22-150
20120724X95952,Accident,ERA12CA475,2012-07-21,"Cooperstown, NY",United States,423745N,0745328W,K23,Cooperstown-Westville Airport,Non-Fatal,substantial,N7465K,piper,pa-20,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,"The pilot's inadequate compensation for crosswind conditions during takeoff, which resulted in a loss of directional control.",25-09-2020,2012,2.0,0.0,0.0,0.0,0,piper_pa-20
20120725X60858,Accident,CEN12WA478,2012-07-21,"Portreath, United Kingdom",United Kingdom,,,,,Fatal,substantial,G-ROUP,cessna,172,No,1.0,,personal,1.0,0.0,0.0,0.0,,,,03-11-2020,2012,1.0,1.0,0.0,1.0,0,cessna_172
20120726X52709,Accident,ERA12CA481,2012-07-21,"Hammond, NY",United States,044287N,0753921W,NONE,Private,Non-Fatal,substantial,N6778H,cessna,172m,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,The pilot’s failure to maintain directional control of the airplane while landing in gusting wind conditions.,25-09-2020,2012,2.0,0.0,0.0,0.0,0,cessna_172m
20120723X15155,Accident,WPR12CA320,2012-07-22,"Yelm, WA",United States,465529N,1223310W,06WN,Western Airpark,Non-Fatal,substantial,N8574Y,piper,pa-30,No,2.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,"The pilot's failure to maintain an adequate airspeed on approach and his inadequate flare, which resulted in a hard landing.",25-09-2020,2012,1.0,0.0,0.0,0.0,0,piper_pa-30
20120723X43615,Accident,ERA12LA473,2012-07-22,"Pickens, SC",United States,344836N,0824210W,LQK,Pickens County Airport,Non-Fatal,substantial,N138CK,cirrus design corp,sr-22,No,1.0,reciprocating,business,0.0,0.0,0.0,4.0,vmc,,"A total loss of engine power due to the failure of the crankshaft, which resulted from the application of insufficient torque on the cylinder through-bolts by maintenance personnel. ",25-09-2020,2012,4.0,0.0,0.0,0.0,0,cirrus design corp_sr-22
20120725X35156,Accident,CEN12LA477,2012-07-22,"Leander, TX",United States,303558N,0974925W,77T,Kittie Hill Airport,Non-Fatal,substantial,N71743,luscombe,8a,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,,"The partial loss of engine power due to carburetor ice accumulation, which resulted in the airplane’s reduced climb performance and subsequent impact with trees off the end of the runway.",25-09-2020,2012,2.0,0.0,1.0,1.0,0,luscombe_8a
20120726X50408,Accident,ERA12LA480,2012-07-22,"Mapleton, ME",United States,046435N,0068313W,KPQI,Northern Maine Regional,Non-Fatal,substantial,N5168E,cessna,a185f,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,"The pilot’s improper fuel management, which resulted in fuel starvation and a total loss of engine power, and his use of an improper engine restart procedure.",25-09-2020,2012,1.0,0.0,0.0,0.0,0,cessna_a185f
20120724X74125,Accident,ERA12LA474,2012-07-23,"Westerly, RI",United States,041173N,0071402W,,,Non-Fatal,substantial,N7313Z,piper,pa-25-235,No,1.0,reciprocating,banner tow,0.0,1.0,0.0,0.0,vmc,,A total loss of engine power for reasons that could not be determined due to the postaccident salt water-damaged state of the engine.,25-09-2020,2012,1.0,0.0,1.0,1.0,0,piper_pa-25-235
20120723X90207,Accident,WPR12TA323,2012-07-24,"Elko, NV",United States,404539N,1154114W,EKO,Elko,Non-Fatal,substantial,N535SA,aero commander,500 s,No,2.0,reciprocating,public aircraft - federal,0.0,0.0,0.0,2.0,vmc,,A loss of power due to fuel exhaustion. Contributing to the accident were the pilot's failure to comply with required fueling procedures and the pilot's poor decision-making in not monitoring his fuel gauge and turning back when it reached minimum fuel.,25-09-2020,2012,2.0,0.0,0.0,0.0,0,aero commander_500 s
20120724X11006,Accident,ERA12LA477,2012-07-24,"St. Petersburg, FL",United States,274848N,0824053W,,,Non-Fatal,substantial,N9679F,hughes,269c,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,The pilot's failure to assure that the lateral friction control was released prior to flight.,25-09-2020,2012,1.0,0.0,0.0,0.0,0,hughes_269c
20120724X52958,Accident,CEN12LA473,2012-07-24,"Steamboat Springs, CO",United States,403059N,1065159W,KSBS,Steamboat Springs Airport,Non-Fatal,substantial,N73VX,cessna,tr182,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,The pilot's failure to extend the landing gear before landing.,25-09-2020,2012,1.0,0.0,0.0,0.0,0,cessna_tr182
20120725X35107,Accident,CEN12LA476,2012-07-25,"Conway, AR",United States,035452N,0922528W,CWS,Dennis F. Cantrell Airport,Non-Fatal,substantial,N930SA,flight design gmbh,ctls,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,"The pilot's improper landing flare, which resulted in a hard landing and overstress failure of the right main landing gear.",25-09-2020,2012,2.0,0.0,0.0,0.0,0,flight design gmbh_ctls
20120726X21557,Accident,ERA12FA484,2012-07-25,"San Juan, PR",United States,182719N,0066617W,TJIG,Fernando Luis Ribas Dominicci,Fatal,substantial,N73115,cessna,172m,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,,"Maintenance personnel’s improper lubrication of the right direct aileron control cable and failure to detect the severe corrosion of the cable during a maintenance inspection, which resulted in the in-flight failure of the cable, the pilot’s subsequent inability to maintain aircraft control, and the airplane’s impact with terrain.",25-09-2020,2012,1.0,1.0,0.0,1.0,0,cessna_172m
20120726X74043,Accident,CEN12LA481,2012-07-25,"Sugar Grove, IL",United States,414619N,0882832W,ARR,Aurora Municipal Airport,Non-Fatal,substantial,N471BB,raytheon aircraft company,b36tc,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,The partial loss of engine power for reasons that could not be determined because postaccident testing and examination did not reveal any anomalies that would have precluded normal operation.,25-09-2020,2012,2.0,0.0,0.0,0.0,0,raytheon aircraft company_b36tc
20120727X44647,Accident,CEN12CA486,2012-07-25,"Heber Springs, AR",United States,353042N,0092046W,HBZ,Heber Springs Municipal,Non-Fatal,substantial,N9145L,mooney,m20m,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,"The pilot's improper flare, which led to a bounced landing and a subsequent loss of control.",25-09-2020,2012,2.0,0.0,0.0,0.0,0,mooney_m20m
20120801X73732,Accident,ERA12CA492,2012-07-25,"Albion, NY",United States,431043N,0781617W,9G6,Pine Hill Airport,Non-Fatal,substantial,N53953,fairchild,m-62a,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,The pilot’s failure to maintain directional control while taking off in gusting wind conditions.,25-09-2020,2012,2.0,0.0,0.0,0.0,0,fairchild_m-62a
20120806X30842,Accident,WPR12CA345,2012-07-25,"Ashland, OR",United States,421125N,1223938W,S03,Ashland Municipal Arpt,Non-Fatal,substantial,N738AJ,cessna,172n,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,,"The student pilot's improper flare, which resulted in a hard landing.",25-09-2020,2012,1.0,0.0,0.0,0.0,0,cessna_172n
20120726X04932,Accident,ERA12FA483,2012-07-26,"Plainville, CT",United States,414140N,0725151W,4B8,Robertson Airport,Fatal,substantial,N64182,cessna,172p,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,,"The pilot's failure to maintain the proper glidepath during final approach in visual meteorological conditions, resulting in collision with a berm.",25-09-2020,2012,1.0,1.0,0.0,1.0,0,cessna_172p
20120726X31600,Accident,WPR12FA326,2012-07-26,"Sedona, AZ",United States,345032N,1114748W,SEZ,Sedona Airport,Fatal,destroyed,N880LY,beech,b60,No,2.0,reciprocating,personal,3.0,0.0,0.0,0.0,vmc,,"The airplane’s failure to rotate and the pilot’s failure to reject the takeoff, which resulted in a runway overrun for reasons that could not be undetermined because postaccident examination of the airplane and engines did not reveal any malfunctions or failures that would have precluded normal operation.",25-09-2020,2012,3.0,1.0,0.0,1.0,1,beech_b60
20120726X72700,Accident,ERA12LA482,2012-07-26,"Green Creek, NJ",United States,039354N,0745434W,JY04,Paramount,Non-Fatal,substantial,N4361M,piper,pa-12,No,1.0,reciprocating,banner tow,0.0,0.0,0.0,1.0,vmc,,"The pilot's inadequate fuel planning, which resulted in a total loss of engine power due to fuel starvation while maneuvering.",25-09-2020,2012,1.0,0.0,0.0,0.0,0,piper_pa-12
20120813X05857,Accident,CEN12WA535,2012-07-26,"Antwerp, Belgium",Belgium,,,,,Non-Fatal,substantial,N66VS,cessna,210,No,1.0,,personal,0.0,0.0,0.0,2.0,,,,03-11-2020,2012,2.0,0.0,0.0,0.0,0,cessna_210
20120727X04940,Accident,CEN12CA484,2012-07-27,"Austin, IN",United States,384411N,0853824W,,,Non-Fatal,substantial,N652HA,bell,47g-2a,No,1.0,reciprocating,aerial application,0.0,0.0,1.0,0.0,vmc,,The pilot did not maintain clearance from terrain during a low-level aerial application flight and lost control of the helicopter.,25-09-2020,2012,1.0,0.0,0.0,0.0,0,bell_47g-2a
20120727X13551,Incident,DCA12IA113,2012-07-27,"El Paso, TX",United States,314826N,1062235W,KELP,El Paso International Airport,Non-Fatal,minor,N379SW,boeing,737-3h4,No,2.0,turbo fan,,0.0,0.0,0.0,76.0,vmc,,the rupture of the nose landing gear hydraulic line that resulted from abrasions due to contact with the nose landing gear tire. Contributing to the incident was the incorrect installation of union and restrictor on the actuator.,25-09-2020,2012,76.0,0.0,0.0,0.0,0,boeing_737-3h4
20120730X94012,Accident,ERA12LA486,2012-07-27,"Blacksburg, VA",United States,371228N,0802428W,BCB,Montgomery Executive,Non-Fatal,substantial,N6248P,piper,pa-24-250,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,,"The pilot’s inadequate preflight planning and improper in-flight fuel management, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,2012,4.0,0.0,0.0,0.0,0,piper_pa-24-250
20120814X94459,Accident,ERA12LA503,2012-07-27,"Homerville, GA",United States,003128N,0082453W,HOE,Homerville Airport,Non-Fatal,substantial,N1572S,beech,95-a55,No,2.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,"The loss of engine power due to debris within the engine-driven fuel pump.",25-09-2020,2012,2.0,0.0,0.0,0.0,0,beech_95-a55
20120728X22222,Incident,DCA12IA114,2012-07-28,"Charleston, SC",United States,325355N,0080226W,KCHS,Charelston AFB / International,Non-Fatal,minor,VT-ANJ,boeing,787,No,,turbo fan,flight test,0.0,0.0,0.0,5.0,vmc,,"The separation of the fan mid shaft resulted from environmentally assisted cracking under static load.

Contributing to the incident was the combination of dry film lubricant applied to the fan mid-shaft and graphite grease used during assembly which made the fan mid-shaft susceptible to corrosion from trapped moisture, and the failure of the engine manufacturer to identify this vulnerability during design/development.",14-06-2021,2012,5.0,0.0,0.0,0.0,0,boeing_787
20120731X22547,Accident,WPR12CA337,2012-07-28,"Grand Canyon, AZ",United States,035578N,0112849W,GCN,Grand Canyon National Park,Non-Fatal,substantial,N8100B,cessna,172,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,,The pilot’s improper flare and inadequate recovery from a bounced landing.,25-09-2020,2012,2.0,0.0,1.0,1.0,0,cessna_172
20120731X93859,Accident,ERA12WA488,2012-07-28,"Juiz de Fora, Brazil",Brazil,021482S,0432323W,SBJF,Francisco De Assis,Fatal,destroyed,PR-DOC,beech,200,No,,turbo prop,unknown,8.0,0.0,0.0,0.0,imc,,,03-11-2020,2012,8.0,1.0,0.0,1.0,1,beech_200
20120801X82257,Accident,ERA12LA489,2012-07-28,"Fayetteville, NC",United States,345917N,0785229W,FAY,Fayettevile Regional,Non-Fatal,substantial,N6672X,beech,a36tc,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,,"The pilot’s improper fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,2012,3.0,0.0,0.0,0.0,0,beech_a36tc
20120802X32514,Accident,CEN12WA505,2012-07-28,"Cambridge, United Kingdom",United Kingdom,,,EGSC,Cambridge Airfield,Non-Fatal,substantial,OO-LET,beech,200,No,2.0,,personal,0.0,0.0,0.0,4.0,,,,03-11-2020,2012,4.0,0.0,0.0,0.0,0,beech_200
20120816X45623,Accident,CEN12LA549,2012-07-28,"Rose Hill, KS",United States,037340N,0971030W,,,Non-Fatal,substantial,N8882X,cessna,182d,No,1.0,reciprocating,skydiving,0.0,0.0,0.0,4.0,vmc,,"The inadvertent deployment of a skydiver's parachute, which struck the right horizontal stabilizer.",25-09-2020,2012,4.0,0.0,0.0,0.0,0,cessna_182d
20120904X35229,Accident,DCA12WA135,2012-07-28,"Jiquipilco, Mexico",Mexico,,,,,Fatal,destroyed,XA-UQH,agusta,a109,No,,,,3.0,0.0,0.0,0.0,,,,25-09-2020,2012,3.0,1.0,0.0,1.0,1,agusta_a109
20120730X73811,Accident,WPR12CA333,2012-07-29,"Ellensburg, WA",United States,047159N,1203150W,KELN,Ellensburg,Non-Fatal,substantial,N4089A,cessna,170a,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,The pilot’s loss of directional control during the landing roll.,25-09-2020,2012,2.0,0.0,0.0,0.0,0,cessna_170a
20120731X35733,Accident,CEN12LA495,2012-07-29,"Lakeview, AR",United States,362210N,0923149W,3M0,Gastons Airport,Non-Fatal,substantial,N462CP,cirrus design corp,sr22,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,,The pilot’s loss of control during the takeoff roll for reasons that could not be determined because postaccident examination of the airplane did not reveal any anomalies that would have precluded normal operation.,25-09-2020,2012,3.0,0.0,0.0,0.0,0,cirrus design corp_sr22
20120802X21945,Accident,CEN12CA503,2012-07-29,"Keokuk, IA",United States,402735N,0912543W,KEOK,Keokuk Municipal Airport,Non-Fatal,substantial,N6834K,piper,pa-16,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,,"The pilot’s loss of directional control during the landing roll in a variable crosswind, which resulted in a runway excursion.",25-09-2020,2012,3.0,0.0,0.0,0.0,0,piper_pa-16
20120802X70303,Accident,CEN12LA512,2012-07-29,"Bragg City, MO",United States,036161N,0895436W,,,Non-Fatal,substantial,N8121Y,piper,pa-30,No,2.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,,"The pilot's failure to properly tighten the b-nut from the engine-driven fuel pump to the fuel-metering unit during maintenance, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,2012,2.0,0.0,0.0,0.0,0,piper_pa-30
20120808X90723,Incident,ANC12IA085,2012-07-29,"Homer, AK",United States,593844N,1512836W,PAHO,Homer Airport,Non-Fatal,minor,N5026B,bellanca,8kcab,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,The failure of the left main landing gear leg due to fatigue. Contributing to the incident was maintenance personnel's failure to completely remove all corrosion before repainting the gear leg.,25-09-2020,2012,1.0,0.0,0.0,0.0,0,bellanca_8kcab
20120730X04456,Accident,WPR12CA336,2012-07-30,"Yellow Pine, ID",United States,445442N,0115295W,3U2,Johnson Creek,Non-Fatal,substantial,N5818W,piper,pa28-150,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,,"The pilot's failure to attain and maintain an appropriate glide path, failure to perform a go-around, and failure to maintain directional control during the landing roll.",25-09-2020,2012,1.0,0.0,0.0,0.0,0,piper_pa28-150
